No.,ID,ページ,type,subtype,語句,読み,sentence,hint,question,choices,answerIndex,正解選択肢,explanation
553,vocab1300_p103_002,103,meaning_context,,開き直る,ひらきなおる,注意されたのに、弟は開き直って『別にいいよ』と言いました。,,開き直る の意味はどれ？,"[""自分が悪いのに、ふてぶてしい態度になること"", ""すばやく簡単なこと"", ""使われなくなること"", ""自分を強く示すこと""]",0,自分が悪いのに、ふてぶてしい態度になること,開き直るは、自分が悪いのに、急にふてぶてしい態度になることです。
554,vocab1300_p103_003,103,meaning_context,,ひけらかす,ひけらかす,自分の点数をひけらかすと、友だちが嫌な気持ちになることがあります。,,ひけらかす の意味はどれ？,"[""使われなくなること"", ""自分を押し出すこと"", ""自分の持ち物や能力を、自慢げに見せること"", ""迷って決められないこと""]",2,自分の持ち物や能力を、自慢げに見せること,ひけらかすは、自分の持ち物や能力を、自慢げに見せることです。
555,vocab1300_p103_004,103,meaning_context,,アピールする,アピールする,面接で、自分のよいところをアピールしました。,,アピールする の意味はどれ？,"[""自慢げに見せること"", ""すばやく簡単にすること"", ""迷って決められないこと"", ""自分を押し出すこと""]",3,自分を押し出すこと,アピールするは、自分を押し出すこと、相手に強く示すことです。
556,vocab1300_p103_005,103,meaning_context,,手っ取り早い,てっとりばやい,道具を使うと、手っ取り早く片づけられました。,,手っ取り早い の意味はどれ？,"[""自分を強く示すこと"", ""すばやく簡単であること"", ""ふてぶてしい態度になること"", ""古くなって使われないこと""]",1,すばやく簡単であること,手っ取り早いは、すばやく簡単であることです。
557,vocab1300_p103_006,103,meaning_context,,ちゅうちょ,ちゅうちょ,高い台から飛び下りる前に、少しちゅうちょしました。,,ちゅうちょ の意味はどれ？,"[""自慢げに見せること"", ""使われなくなること"", ""すべきかどうか迷うこと"", ""自分を押し出すこと""]",2,すべきかどうか迷うこと,ちゅうちょは、すべきかどうか迷うことです。
558,vocab1300_p104_001,104,meaning_context,,たまりかねる,たまりかねる,弟の泣き声が続き、母はたまりかねて声をかけました。,,たまりかねる の意味はどれ？,"[""続いていたものがなくなること"", ""権力者のそばにいる人たち"", ""がまんできなくなること"", ""本心を打ち明けること""]",2,がまんできなくなること,たまりかねるは、がまんできなくなることです。
559,vocab1300_p104_002,104,meaning_context,,旗色,はたいろ,後半になると、相手チームの旗色が悪くなりました。,,旗色 の意味はどれ？,"[""戦いや争いの形勢"", ""遠回しに非難すること"", ""本心を話すこと"", ""続きがなくなること""]",0,戦いや争いの形勢,旗色は、戦いや争いの形勢のことです。
560,vocab1300_p104_003,104,meaning_context,,取り巻き,とりまき,人気のある子の周りには、いつも取り巻きがいました。,,取り巻き の意味はどれ？,"[""がまんできないこと"", ""権力者のそばで機嫌をとったり、おだてたりする人たち"", ""遠回しに非難すること"", ""戦いの形勢""]",1,権力者のそばで機嫌をとったり、おだてたりする人たち,取り巻きは、権力者のそばで機嫌をとったり、おだてたりする人たちです。
561,vocab1300_p104_004,104,meaning_context,,途絶える,とだえる,大雪のため、山奥の村との連絡が途絶えました。,,途絶える の意味はどれ？,"[""本心を打ち明けること"", ""形勢が悪くなること"", ""続いていたものが、なくなること"", ""がまんできないこと""]",2,続いていたものが、なくなること,途絶えるは、続いていたものがなくなることです。
562,vocab1300_p104_005,104,meaning_context,,腹を割る,はらをわる,友だちと腹を割って話したら、仲直りできました。,,腹を割る の意味はどれ？,"[""遠回しに責めること"", ""包み隠さず、本心を打ち明けること"", ""そばでおだてること"", ""続きがなくなること""]",1,包み隠さず、本心を打ち明けること,腹を割るは、包み隠さず、本心を打ち明けることです。
563,vocab1300_p104_006,104,meaning_context,,あてつけ,あてつけ,『時間を守れる人はえらいね』と、遅れた友だちへのあてつけを言いました。,,あてつけ の意味はどれ？,"[""戦いや争いの形勢"", ""本心を話すこと"", ""がまんできないこと"", ""遠回しに相手の弱点を指摘して、非難すること""]",3,遠回しに相手の弱点を指摘して、非難すること,あてつけは、遠回しに相手の弱点を指摘して、非難することです。
564,vocab1300_p105_001,105,meaning_context,,のどか,のどか,春の田んぼ道は、のどかな景色でした。,,のどか の意味はどれ？,"[""物事が順調なようす"", ""のんびりと落ち着いた雰囲気"", ""やるべきことを怠けること"", ""はっきり確かなこと""]",1,のんびりと落ち着いた雰囲気,のどかは、のんびりと落ち着いた雰囲気のことです。
565,vocab1300_p105_002,105,meaning_context,,定か,さだか,だれが最初に言ったのかは、定かではありません。,,定か の意味はどれ？,"[""無駄を省くこと"", ""優しさを隠すこと"", ""はっきりと確かなようす"", ""のんびりした雰囲気""]",2,はっきりと確かなようす,定かは、はっきりと確かなようすです。
566,vocab1300_p105_003,105,meaning_context,,合理化,ごうりか,掃除のやり方を合理化して、短い時間で終わらせました。,,合理化 の意味はどれ？,"[""やるべきことを怠けること"", ""無駄を省き、能率を上げること"", ""はっきりしていること"", ""順調に進むこと""]",1,無駄を省き、能率を上げること,合理化は、無駄を省いて、能率を上げることです。
567,vocab1300_p105_004,105,meaning_context,,スムーズ,スムーズ,みんなで役割を決めたので、準備がスムーズに進みました。,,スムーズ の意味はどれ？,"[""優しさを隠すこと"", ""怠けること"", ""物事がとどこおりなく、順調に進むようす"", ""確かなようす""]",2,物事がとどこおりなく、順調に進むようす,スムーズは、物事がとどこおりなく、順調に進むようすです。
568,vocab1300_p105_005,105,meaning_context,,心を鬼にする,こころをおににする,母は心を鬼にして、宿題が終わるまでゲームを止めました。,,心を鬼にする の意味はどれ？,"[""のんびりすること"", ""優しさを隠して、あえて厳しくすること"", ""物事を順調に進めること"", ""はっきりしていること""]",1,優しさを隠して、あえて厳しくすること,心を鬼にするは、優しさを隠して、あえて厳しくすることです。
569,vocab1300_p105_006,105,meaning_context,,横着,おうちゃく,横着をして近道をしたら、かえって時間がかかりました。,,横着 の意味はどれ？,"[""はっきりと確かであること"", ""無駄を省くこと"", ""のんびりした雰囲気"", ""やるべきことをしないで、怠けること""]",3,やるべきことをしないで、怠けること,横着は、やるべきことをしないで、怠けることです。
570,vocab1300_p106_001,106,meaning_context,,お決まり,おきまり,その人の話は、いつもお決まりの自慢話で終わります。,,お決まり の意味はどれ？,"[""いつも通りのワンパターン"", ""相手を納得させること"", ""期待外れなこと"", ""勢いに乗ってせめること""]",0,いつも通りのワンパターン,お決まりは、いつも通りのワンパターンという意味です。
571,vocab1300_p106_002,106,meaning_context,,説き伏せる,ときふせる,友だちを説き伏せて、係を交代してもらいました。,,説き伏せる の意味はどれ？,"[""相手を軽く扱うこと"", ""まじめにつとめること"", ""相手を納得させて、自分に従わせること"", ""あっけなく終わること""]",2,相手を納得させて、自分に従わせること,説き伏せるは、相手を納得させて、自分に従わせることです。
572,vocab1300_p106_003,106,meaning_context,,忠実,ちゅうじつ,青ちゃんは、先生の指示に忠実に作業を進めました。,,忠実 の意味はどれ？,"[""勢いに乗ってせめること"", ""与えられた仕事などを、まじめにつとめること"", ""相手をいい加減に扱うこと"", ""いつも同じであること""]",1,与えられた仕事などを、まじめにつとめること,忠実は、与えられた仕事などを、まじめにつとめることです。
573,vocab1300_p106_004,106,meaning_context,,あえない,あえない,強い相手に、試合はあえなく負けてしまいました。,,あえない の意味はどれ？,"[""相手を従わせること"", ""いつも通りであること"", ""あっけない、期待外れでつまらない"", ""まじめに仕事をすること""]",2,あっけない、期待外れでつまらない,あえないは、あっけない、期待外れでつまらないという意味です。
574,vocab1300_p106_005,106,meaning_context,,軽くあしらう,かるくあしらう,まじめに相談したのに、友だちに軽くあしらわれました。,,軽くあしらう の意味はどれ？,"[""勢いに乗ってせめること"", ""相手をいい加減に扱うこと"", ""あっけなく終わること"", ""相手を納得させること""]",1,相手をいい加減に扱うこと,軽くあしらうは、相手をいい加減に扱うことです。
575,vocab1300_p106_006,106,meaning_context,,かさにかかって,かさにかかって,勝っているからといって、かさにかかって相手を責めてはいけません。,,かさにかかって の意味はどれ？,"[""期待外れで"", ""まじめに"", ""いい加減に"", ""勢いに乗ってせめること""]",3,勢いに乗ってせめること,かさにかかっては、勢いに乗ってせめることです。
576,vocab1300_p107_001,107,meaning_context,,ひなびた,ひなびた,家族で、ひなびた温泉宿に泊まりました。,,ひなびた の意味はどれ？,"[""細かい点まで丁寧なこと"", ""田舎っぽいこと"", ""手に持って行くこと"", ""ざわざわとうるさいこと""]",1,田舎っぽいこと,ひなびたは、田舎っぽいという意味です。
577,vocab1300_p107_002,107,meaning_context,,もてなす,もてなす,祖母は、お茶とお菓子でお客さんをもてなしました。,,もてなす の意味はどれ？,"[""恐ろしくてぞっとすること"", ""客を迎えて、丁寧に相手をすること"", ""田舎っぽいこと"", ""ざわざわすること""]",1,客を迎えて、丁寧に相手をすること,もてなすは、客を迎えて、ごちそうなどで丁寧に相手をすることです。
578,vocab1300_p107_003,107,meaning_context,,背筋が凍る,せすじがこおる,夜道で急に物音がして、背筋が凍りました。,,背筋が凍る の意味はどれ？,"[""細かく丁寧にすること"", ""手に持って行くこと"", ""恐怖や気味悪さに、思わずぞっとすること"", ""客を丁寧に迎えること""]",2,恐怖や気味悪さに、思わずぞっとすること,背筋が凍るは、恐怖や気味悪さに、思わずぞっとすることです。
579,vocab1300_p107_004,107,meaning_context,,携える,たずさえる,遠足に、お弁当と水とうを携えて行きました。,,携える の意味はどれ？,"[""手に持って行くこと"", ""田舎っぽいこと"", ""ざわざわすること"", ""恐ろしく感じること""]",0,手に持って行くこと,携えるは、携帯すること、手に持って行くことです。
580,vocab1300_p107_005,107,meaning_context,,念入り,ねんいり,発表の前に、原稿を念入りに確認しました。,,念入り の意味はどれ？,"[""客を迎えること"", ""細かい点まで注意して、丁寧なこと"", ""手に持つこと"", ""田舎っぽいこと""]",1,細かい点まで注意して、丁寧なこと,念入りは、細かい点まで注意して、丁寧なことです。
581,vocab1300_p107_006,107,meaning_context,,ざわめく,ざわめく,有名な選手が入ってきて、会場がざわめきました。,,ざわめく の意味はどれ？,"[""ぞっとすること"", ""丁寧にもてなすこと"", ""手に持つこと"", ""ざわざわとうるさいようす""]",3,ざわざわとうるさいようす,ざわめくは、ざわざわとうるさいようすです。
582,vocab1300_p108_001,108,meaning_context,,往々にして,おうおうにして,あわてていると、往々にして大事なことを忘れます。,,往々にして の意味はどれ？,"[""商売が忙しいとき"", ""しばしば、ときどき"", ""後ろに下がること"", ""大切なところ""]",1,しばしば、ときどき,往々にしては、しばしば、ときどき、という意味です。
583,vocab1300_p108_002,108,meaning_context,,かきいれどき,かきいれどき,ケーキ屋さんは、クリスマスがかきいれどきです。,,かきいれどき の意味はどれ？,"[""完成したときのようす"", ""知識が少し優れていること"", ""商売などが繁盛して、もっとも忙しいとき"", ""しばしば起こること""]",2,商売などが繁盛して、もっとも忙しいとき,かきいれどきは、商売などが繁盛して、もっとも忙しいときです。
584,vocab1300_p108_003,108,meaning_context,,後ずさり,あとずさり,大きな犬が近づいてきて、弟は後ずさりしました。,,後ずさり の意味はどれ？,"[""大切なところ"", ""完成したようす"", ""正面を向いたまま、後ろに少しずつ下がること"", ""商売が忙しいとき""]",2,正面を向いたまま、後ろに少しずつ下がること,後ずさりは、正面を向いたまま、後ろに少しずつ下がることです。
585,vocab1300_p108_004,108,meaning_context,,ポイント,ポイント,文章を読むときのポイントは、理由を見つけることです。,,ポイント の意味はどれ？,"[""しばしばあること"", ""大切なところ"", ""後ろに下がること"", ""完成したようす""]",1,大切なところ,ポイントは、大切なところという意味です。
586,vocab1300_p108_005,108,meaning_context,,一日の長,いちじつのちょう,姉はピアノを長く習っているので、わたしより一日の長があります。,,一日の長 の意味はどれ？,"[""商売が忙しいこと"", ""後ろに下がること"", ""知識や技術などが、他よりも少し優れていること"", ""大切なところ""]",2,知識や技術などが、他よりも少し優れていること,一日の長は、知識や技術などが、他よりも少し優れていることです。
587,vocab1300_p108_006,108,meaning_context,,できばえ,できばえ,工作の作品は、思ったよりよいできばえでした。,,できばえ の意味はどれ？,"[""大切なところ"", ""完成したときのようす"", ""しばしば起こること"", ""商売が忙しいとき""]",1,完成したときのようす,できばえは、完成したときのようすです。
588,vocab1300_p109_001,109,meaning_context,animal_idiom_word,蝶よ花よ,ちょうよはなよ,祖父母は、初孫を蝶よ花よと大切に育てました。,,蝶よ花よ の意味はどれ？,"[""弱いものにも意地があること"", ""子どもを非常に大切に育てること"", ""最後まで終わっていないこと"", ""悪いことが重なること""]",1,子どもを非常に大切に育てること,蝶よ花よは、子どもを非常に大切に育てることです。実際の蝶や花の話ではありません。
589,vocab1300_p109_002,109,meaning_context,animal_idiom_word,一寸の虫にも五分の魂,いっすんのむしにもごぶのたましい,小さいからといって、ばかにしてはいけません。一寸の虫にも五分の魂です。,,一寸の虫にも五分の魂 の意味はどれ？,"[""強い相手に無理に向かうこと"", ""悪いことが重なること"", ""小さく弱いものでも、意地があるというたとえ"", ""大切に育てること""]",2,小さく弱いものでも、意地があるというたとえ,一寸の虫にも五分の魂は、小さく弱いものでも意地があるというたとえです。
590,vocab1300_p109_003,109,meaning_context,animal_idiom_word,尻切れとんぼ,しりきれとんぼ,話の途中で時間になり、発表が尻切れとんぼになりました。,,尻切れとんぼ の意味はどれ？,"[""ちりぢりに逃げること"", ""最後まで終わっていないこと"", ""強い相手に向かうこと"", ""子どもを大切に育てること""]",1,最後まで終わっていないこと,尻切れとんぼは、最後まで終わっていないことです。実際のとんぼの話ではありません。
591,vocab1300_p109_004,109,meaning_context,animal_idiom_word,蟷螂の斧,とうろうのおの,強い相手に作戦もなく向かうのは、蟷螂の斧のようです。,,蟷螂の斧 の意味はどれ？,"[""悪いことが重なること"", ""弱いものにも意地があること"", ""子どもを大切にすること"", ""自分の弱さも考えず、強い相手に向かうこと""]",3,自分の弱さも考えず、強い相手に向かうこと,蟷螂の斧は、自分の弱さも考えず、強い相手に向かっていくことのたとえです。
592,vocab1300_p109_005,109,meaning_context,animal_idiom_word,泣きっ面に蜂,なきっつらにはち,転んだうえに雨まで降ってきて、泣きっ面に蜂でした。,,泣きっ面に蜂 の意味はどれ？,"[""不運や悪いことが重なること"", ""最後まで終わらないこと"", ""ちりぢりに逃げること"", ""意地があること""]",0,不運や悪いことが重なること,泣きっ面に蜂は、不運や悪いことが重なることです。実際に蜂が出るとは限りません。
593,vocab1300_p109_006,109,meaning_context,animal_idiom_word,蜘蛛の子を散らす,くものこをちらす,先生が来ると、遊んでいた子どもたちは蜘蛛の子を散らすように逃げました。,,蜘蛛の子を散らす の意味はどれ？,"[""子どもを大切に育てること"", ""強い相手に向かうこと"", ""たくさんの人や物が、ちりぢりになって逃げるようす"", ""悪いことが重なること""]",2,たくさんの人や物が、ちりぢりになって逃げるようす,蜘蛛の子を散らすは、たくさんの人や物が、ちりぢりになって逃げるようすです。
594,vocab1300_p111_001,111,meaning_context,,そらぞらしい,そらぞらしい,弟は、明らかに食べたのに、そらぞらしく「知らない」と言いました。,,そらぞらしい の意味はどれ？,"[""聞くとうれしい情報であること"", ""うそであることが見えすいているようす"", ""しなければいけないつとめ"", ""自然な流れに逆らうこと""]",1,うそであることが見えすいているようす,そらぞらしいは、うそであることが見えすいているようすです。
595,vocab1300_p111_002,111,meaning_context,,浮き足立つ,うきあしだつ,強い相手と試合をする前、チームのみんなが浮き足立ちました。,,浮き足立つ の意味はどれ？,"[""うそが見えすいていること"", ""聞く価値があること"", ""不安で落ち着かなくなること"", ""心が通じなくなること""]",2,不安で落ち着かなくなること,浮き足立つは、おそろしさや不安で落ち着かなくなることです。
596,vocab1300_p111_003,111,meaning_context,,耳より,みみより,先生が、図書室に新しい本が入ったという耳よりな話をしてくれました。,,耳より の意味はどれ？,"[""聞く価値があること"", ""自然な流れに逆らうこと"", ""不安で落ち着かないこと"", ""しなければいけないこと""]",0,聞く価値があること,耳よりは、聞く価値があること、聞くとうれしい情報のことです。
597,vocab1300_p111_004,111,meaning_context,,気まずい,きまずい,けんかのあと、友だちと二人きりになって気まずくなりました。,,気まずい の意味はどれ？,"[""うそが見えすいていること"", ""聞く価値があること"", ""自然な流れに逆らうこと"", ""心が通じなくて、落ち着かないようす""]",3,心が通じなくて、落ち着かないようす,気まずいは、心が通じなくて、落ち着かないようすです。
598,vocab1300_p111_005,111,meaning_context,,逆行,ぎゃっこう,みんなが進む方向と反対に歩くのは、流れに逆行しています。,,逆行 の意味はどれ？,"[""不安で落ち着かないこと"", ""自然な流れや順序に逆らうこと"", ""しなければいけないつとめ"", ""聞くとうれしいこと""]",1,自然な流れや順序に逆らうこと,逆行は、自然な流れや順序に逆らうことです。
599,vocab1300_p111_006,111,meaning_context,,義務,ぎむ,学校のきまりを守ることは、みんなの義務です。,,義務 の意味はどれ？,"[""うそが見えすいていること"", ""心が落ち着かないこと"", ""しなければいけないつとめ"", ""自然な流れに逆らうこと""]",2,しなければいけないつとめ,義務は、しなければいけないつとめのことです。
600,vocab1300_p112_001,112,meaning_context,,不快,ふかい,大きな音が長く続いて、不快な気分になりました。,,不快 の意味はどれ？,"[""前もって"", ""不愉快な気分"", ""やる気や気合い"", ""みっともないこと""]",1,不愉快な気分,不快は、不愉快な気分になることです。
601,vocab1300_p112_002,112,meaning_context,,素人,しろうと,母は料理の素人ですが、毎日いろいろ工夫しています。,,素人 の意味はどれ？,"[""プロではない人"", ""いちばん優れたところ"", ""不愉快な気分"", ""前もってすること""]",0,プロではない人,素人は、プロではない人、アマチュアのことです。
602,vocab1300_p112_003,112,meaning_context,,圧巻,あっかん,合唱の最後の大きな声は、発表会の圧巻でした。,,圧巻 の意味はどれ？,"[""みっともないこと"", ""やる気があること"", ""本や催し物などで、いちばん優れているところ"", ""不愉快な気分""]",2,本や催し物などで、いちばん優れているところ,圧巻は、本・映画・催し物などで、いちばん優れているところです。
603,vocab1300_p112_004,112,meaning_context,,あらかじめ,あらかじめ,遠足の持ち物を、あらかじめかばんに入れておきました。,,あらかじめ の意味はどれ？,"[""プロではなく"", ""不快に"", ""みっともなく"", ""前もって""]",3,前もって,あらかじめは、前もって、という意味です。
604,vocab1300_p112_005,112,meaning_context,,はしたない,はしたない,人の前で食べ物を取り合うのは、はしたないことです。,,はしたない の意味はどれ？,"[""やる気があること"", ""みっともないこと"", ""前もってすること"", ""いちばん優れたところ""]",1,みっともないこと,はしたないは、みっともないという意味です。
605,vocab1300_p112_006,112,meaning_context,,気力,きりょく,疲れていたけれど、最後まで走る気力が残っていました。,,気力 の意味はどれ？,"[""不愉快な気分"", ""前もってすること"", ""やる気、気合い"", ""プロではない人""]",2,やる気、気合い,気力は、やる気や気合いのことです。
606,vocab1300_p113_001,113,meaning_context,,向上,こうじょう,毎日少しずつ練習したら、計算力が向上しました。,,向上 の意味はどれ？,"[""聞き間違いかと思うこと"", ""良い状態になること"", ""ぎりぎりで危ないこと"", ""申し訳なく思うこと""]",1,良い状態になること,向上は、良い状態になることです。
607,vocab1300_p113_002,113,meaning_context,,水かけ論,みずかけろん,どちらも自分が正しいと言い続け、話し合いは水かけ論になりました。,,水かけ論 の意味はどれ？,"[""相手に申し訳ないと思うこと"", ""良い状態になること"", ""お互いにゆずらず、議論を続けること"", ""意外すぎて聞き間違いかと思うこと""]",2,お互いにゆずらず、議論を続けること,水かけ論は、お互いの主張をゆずらず、いつまでも議論を続けることです。
608,vocab1300_p113_003,113,meaning_context,,過言ではない,かごんではない,この一点が試合を決めたと言っても、過言ではありません。,,過言ではない の意味はどれ？,"[""そう言っても言い過ぎではないこと"", ""ぎりぎりで危ないこと"", ""聞き間違いかと思うこと"", ""議論が続くこと""]",0,そう言っても言い過ぎではないこと,過言ではないは、そう言っても言い過ぎではない、という意味です。
609,vocab1300_p113_004,113,meaning_context,,心苦しい,こころぐるしい,友だちに何度も手伝ってもらい、少し心苦しくなりました。,,心苦しい の意味はどれ？,"[""聞き間違いかと思うこと"", ""良い状態になること"", ""危なっかしいこと"", ""相手に申し訳ないと思う気持ち""]",3,相手に申し訳ないと思う気持ち,心苦しいは、相手に申し訳ないと思う気持ちです。
610,vocab1300_p113_005,113,meaning_context,,きわどい,きわどい,ボールは線の近くに落ち、きわどい判定になりました。,,きわどい の意味はどれ？,"[""申し訳なく思うこと"", ""危なっかしくて、ぎりぎりのところ"", ""良い状態になること"", ""言い過ぎではないこと""]",1,危なっかしくて、ぎりぎりのところ,きわどいは、危なっかしくて、ぎりぎりのところという意味です。
611,vocab1300_p113_006,113,meaning_context,,耳を疑う,みみをうたがう,急に転校すると聞いて、私は耳を疑いました。,,耳を疑う の意味はどれ？,"[""議論を続けること"", ""危なっかしいこと"", ""意外すぎて、聞き間違いかと思うこと"", ""相手に申し訳ないこと""]",2,意外すぎて、聞き間違いかと思うこと,耳を疑うは、意外すぎて、聞き間違いかと思うことです。
612,vocab1300_p114_001,114,meaning_context,,浮かれる,うかれる,明日から夏休みなので、みんな少し浮かれていました。,,浮かれる の意味はどれ？,"[""形がゆがんでいること"", ""うきうきして楽しい気分になること"", ""苦しみを楽にすること"", ""しぐさや話し方""]",1,うきうきして楽しい気分になること,浮かれるは、うきうきして楽しい気分になることです。
613,vocab1300_p114_002,114,meaning_context,,業を煮やす,ごうをにやす,何度言っても片づけない弟に、母は業を煮やしました。,,業を煮やす の意味はどれ？,"[""思い通りにいかなくて、いらいらすること"", ""自分の力を見せたくなること"", ""相手と接するときの話し方"", ""楽しい気分になること""]",0,思い通りにいかなくて、いらいらすること,業を煮やすは、思い通りにいかなくて、いらいらすることです。
614,vocab1300_p114_003,114,meaning_context,,いびつ,いびつ,ねん土で作った丸は、少しいびつな形になりました。,,いびつ の意味はどれ？,"[""苦しみを楽にすること"", ""楽しい気分になること"", ""形がゆがんでいて、格好が悪いようす"", ""うずうずすること""]",2,形がゆがんでいて、格好が悪いようす,いびつは、形がゆがんでいて、格好が悪いようすです。
615,vocab1300_p114_004,114,meaning_context,,癒す,いやす,音楽を聞くと、疲れた心が癒されます。,,癒す の意味はどれ？,"[""しぐさや話し方"", ""いらいらすること"", ""形がゆがむこと"", ""苦しみや痛みを楽にすること""]",3,苦しみや痛みを楽にすること,癒すは、苦しみや痛みを楽にすることです。
616,vocab1300_p114_005,114,meaning_context,,腕が鳴る,うでがなる,得意な計算勝負と聞いて、青ちゃんは腕が鳴りました。,,腕が鳴る の意味はどれ？,"[""相手と話すときのしぐさ"", ""自分の力や才能を見せたくて、うずうずすること"", ""形がゆがんでいること"", ""苦しみを楽にすること""]",1,自分の力や才能を見せたくて、うずうずすること,腕が鳴るは、自分の力や才能を見せたくて、うずうずすることです。
617,vocab1300_p114_006,114,meaning_context,,物腰,ものごし,その先生は物腰がやわらかく、話しやすい人です。,,物腰 の意味はどれ？,"[""うきうきした気分"", ""いらいらすること"", ""誰かと接するときの、しぐさや話し方"", ""痛みを楽にすること""]",2,誰かと接するときの、しぐさや話し方,物腰は、誰かと話したり接したりするときの、しぐさや話し方です。
618,vocab1300_p115_001,115,meaning_context,,情の深い,じょうのふかい,祖母は情の深い人で、困っている人を見ると放っておけません。,,情の深い の意味はどれ？,"[""人への思いやりが強いこと"", ""一気に追い抜くこと"", ""手遅れなこと"", ""いらいらすること""]",0,人への思いやりが強いこと,情の深いは、人への思いやりが強いことです。
619,vocab1300_p115_002,115,meaning_context,,つくづく,つくづく,赤ちゃん犬の寝顔を、つくづくとながめました。,,つくづく の意味はどれ？,"[""手がたく進めるようす"", ""怒りたくなるようす"", ""注意深く見たり、しみじみ感じたりするようす"", ""手遅れなこと""]",2,注意深く見たり、しみじみ感じたりするようす,つくづくは、注意深く見たり、しみじみ感じたりするようすです。
620,vocab1300_p115_003,115,meaning_context,,後の祭り,あとのまつり,テストが終わってから勉強しても、後の祭りです。,,後の祭り の意味はどれ？,"[""人への思いやりが強いこと"", ""手遅れなこと"", ""一気に追い抜くこと"", ""しみじみ見ること""]",1,手遅れなこと,後の祭りは、もう手遅れであることです。
621,vocab1300_p115_004,115,meaning_context,,着実,ちゃくじつ,毎日少しずつ読んで、着実に本を読み進めました。,,着実 の意味はどれ？,"[""怒りたくなること"", ""しみじみ感じること"", ""手遅れなこと"", ""手がたく確実に進めるようす""]",3,手がたく確実に進めるようす,着実は、手がたく確実に物事を進めるようすです。
622,vocab1300_p115_005,115,meaning_context,,ごぼう抜き,ごぼうぬき,リレーで最後の子が、前の走者を次々とごぼう抜きにしました。,,ごぼう抜き の意味はどれ？,"[""一気に何人も追い抜くこと"", ""思いやりが強いこと"", ""手がたく進めること"", ""怒りたくなること""]",0,一気に何人も追い抜くこと,ごぼう抜きは、一気に何人も追い抜くことです。
623,vocab1300_p115_006,115,meaning_context,,腹立たしい,はらだたしい,約束を何度も破られて、腹立たしい気持ちになりました。,,腹立たしい の意味はどれ？,"[""手遅れなこと"", ""一気に追い抜くこと"", ""怒りたくなるほど、いらいらすること"", ""注意深く見ること""]",2,怒りたくなるほど、いらいらすること,腹立たしいは、怒りたくなるほど、いらいらすることです。
624,vocab1300_p116_001,116,meaning_context,,手際がいい,てぎわがいい,姉は料理の手際がよく、すぐに夕飯を作りました。,,手際がいい の意味はどれ？,"[""何かを処理する腕前がすぐれていること"", ""秘密が全部もれること"", ""人と人との関係"", ""にくたらしいこと""]",0,何かを処理する腕前がすぐれていること,手際がいいは、何かを処理する腕前がすぐれていることです。
625,vocab1300_p116_002,116,meaning_context,,手応え,てごたえ,発表のあと、みんながうなずいてくれて手応えを感じました。,,手応え の意味はどれ？,"[""熱心に励むこと"", ""人と人との関係"", ""やったことに対する、好ましい反応"", ""秘密がもれること""]",2,やったことに対する、好ましい反応,手応えは、何かをやったことに対する、好ましい反応のことです。
626,vocab1300_p116_003,116,meaning_context,,いまいましい,いまいましい,何度もじゃまをされて、いまいましい気持ちになりました。,,いまいましい の意味はどれ？,"[""秘密がもれること"", ""にくたらしいこと"", ""手際がよいこと"", ""好ましい反応""]",1,にくたらしいこと,いまいましいは、にくたらしいという意味です。
627,vocab1300_p116_004,116,meaning_context,,いそしむ,いそしむ,青ちゃんは、毎朝の計算練習にいそしんでいます。,,いそしむ の意味はどれ？,"[""好ましい反応を感じること"", ""にくたらしいこと"", ""人との関係"", ""熱心に励むこと""]",3,熱心に励むこと,いそしむは、熱心に励むことです。
628,vocab1300_p116_005,116,meaning_context,,つつぬけ,つつぬけ,小さな声で話したつもりが、となりの部屋に話がつつぬけでした。,,つつぬけ の意味はどれ？,"[""人と人との仲"", ""話し声や秘密が全部もれてしまうこと"", ""腕前がよいこと"", ""熱心に励むこと""]",1,話し声や秘密が全部もれてしまうこと,つつぬけは、話し声や秘密の内容が、全部もれてしまうことです。
629,vocab1300_p116_006,116,meaning_context,,間柄,あいだがら,二人は何でも話せる間柄です。,,間柄 の意味はどれ？,"[""にくたらしいこと"", ""手際よくすること"", ""人と人との仲や関係"", ""好ましい反応""]",2,人と人との仲や関係,間柄は、人と人との仲や関係のことです。
630,vocab1300_p117_001,117,meaning_context,,患う,わずらう,祖父は長い間、足の病気を患っていました。,,患う の意味はどれ？,"[""プロ並みの腕前"", ""顔をそらすこと"", ""病気になること"", ""待ち望むこと""]",2,病気になること,患うは、病気になることです。
631,vocab1300_p117_002,117,meaning_context,,玄人はだし,くろうとはだし,父の料理は玄人はだしで、お店のようにおいしいです。,,玄人はだし の意味はどれ？,"[""病気になること"", ""夢や空想の世界"", ""物事の具合"", ""プロ並みの腕前""]",3,プロ並みの腕前,玄人はだしは、プロ並みの腕前という意味です。
632,vocab1300_p117_003,117,meaning_context,,待望,たいぼう,待望の新しい本が、ついに発売されました。,,待望 の意味はどれ？,"[""待ち望んでいたこと"", ""顔をそらすこと"", ""プロ並みの腕前"", ""物事の加減""]",0,待ち望んでいたこと,待望は、待ち望んでいたことです。
