優先度,ID,ページ,語句,問題種別,正解の意味,例文,指摘内容
low,vocab1300_p111_004,111,気まずい,meaning,ぎこちなく居心地が悪いようす,けんかのあと、友だちと二人きりになって気まずくなりました。,「心が通じなくて」は気まずいの定義として不正確。気まずいは「ぎこちなく居心地が悪い・いたたまれない（雰囲気）」を表す語で、心が通じていないことが原因とは限らず、けんかや失言など状況から生じる気詰まりな空気を指す。心の通じなさより、雰囲気・状況的な居心地の悪さが核心。
low,vocab1300_p107_006,107,ざわめく,meaning,大勢の人が驚きや興奮などでざわざわと騒ぎ立てること,有名な選手が入ってきて、会場がざわめきました。,「ざわざわとうるさいようす」は動詞ざわめくを「ようす」という状態名詞で定義しており品詞が合っていない（動詞なら「〜こと」「〜なる」の形が自然）。また「うるさい」だけでは、驚きや興奮で群衆がどよめく・ざわめき立つという集団的な騒めきのニュアンスが伝わらない。
low,vocab1300_p108_006,108,できばえ,meaning,仕上がりのよしあし・完成度のようす,工作の作品は、思ったよりよいできばえでした。,「完成したときのようす」では、出来栄えに本来含まれる「よしあしの評価・仕上がりの程度」というニュアンスが欠けている。できばえは単に「完成した状態」ではなく「どれだけよく仕上がったか」という質的な評価を含む語。例文では「よいできばえ」と正しく評価的に使われているが、定義がそれを反映していない。
low,vocab1300_p116_002,116,手応え,meaning,やったことに対する、好ましい反応,発表のあと、みんながうなずいてくれて手応えを感じました。,「好ましい反応」と限定すると、手応えの意味が狭くなる。手応えは「行動が相手や状況に及ぼす感触・ごたえ」というニュートラルな語で、「手応えがない（まったく効果がない）」のようにマイナスの文脈でも使う。「好ましい」という形容が、用法を一方向に固定してしまう。
low,vocab1300_p116_003,116,いまいましい,meaning,にくたらしいこと,何度もじゃまをされて、いまいましい気持ちになりました。,「にくたらしい」は「憎い・不快・嫌悪感を覚える」に寄った語。いまいましいは主に「くやしい・いらいらする・腹が立つ」という感情を指し、嫌悪より苛立ちや悔しさに近い。「じゃまをされて」の場面は正しくいまいましいを示しているが、定義の「にくたらしい」とは微妙にずれがある。
low,vocab1300_p119_005,119,まごつく,meaning,うろたえること,初めての駅で、どの出口に行けばよいかまごつきました。,「うろたえる」はパニックに近い動揺・狼狽を指すが、まごつくはどうすればよいか分からずとまどう・手間取るという、より穏やかな戸惑いのニュアンス。例文（初めての駅で出口に迷う）はまごつくの正しい場面だが、「うろたえる」という言い換えではやや激しすぎる印象を与える。
low,vocab1300_p120_006,120,わずらわしい,both,込み入っていて面倒くさいこと,何度も同じことを書くのは、少しわずらわしいです。,意味の「込み入っていて」（複雑に絡み合っている）という要素はわずらわしいの中核ではなく、単純に「うっとうしい・めんどうくさい・煩わしい」という感覚を指す場合も多い。例文「何度も同じことを書く」は複雑さより単調な繰り返しの煩わしさであり、「込み入っていて」という定義と意味がかみ合っていない。
low,vocab1300_p124_004,124,がぜん,meaning,突然、急に,賞品があると聞いて、みんなはがぜんやる気を出しました。,「俄然（がぜん）」は単に「突然・急に」というよりも、「急に勢いや気合いが増す」という変化の大きさを強調する副詞。「突然」では一瞬の出来事にも使えてしまい、「俄然やる気が出る」「俄然元気になる」のように積極的な変化を伴うニュアンスが伝わりにくい。explanationで補足しているが、correct_meaningとしては不十分。
low,vocab1300_p126_004,126,あわよくば,meaning,うまくいけば,あわよくば、一番前の席に座りたいと思いました。,「あわよくば」は「うまくいけば」という意味に加え、「虫がいい・やや欲張りな望み」という含みがある。correct_meaningが「うまくいけば」のみでは、この語特有のニュアンス（都合よくいけば、という少し図々しいニュアンス）が伝わらない。小学生向けでも「ちょっと図々しい望みを持つときに使う」という説明があると理解が深まる。
low,vocab1300_p126_005,126,いたちごっこ,sentence,同じことを繰り返すばかりで、決着がつかないこと,片づけてもすぐに散らかり、掃除はいたちごっこになりました。,「いたちごっこ」は本来「二者がお互いに同じことをやり合って決着がつかない」状況を指す（一方がやったことを他方が上書きし合う構図）。例文の「片づけてもすぐ散らかる」は一方的な繰り返しであり、「二者の拮抗」というニュアンスが示せていない。日常的な拡張用法ではあるが、本来の意味を学ぶ教材としてはやや不適切。
low,vocab1300_p129_001,129,価値観,meaning,何に価値を見出すかについての、人の判断,人によって大切に思うものが違うので、価値観も違います。,「価値観」は「何を大切・重要とみなすかという考え方や物の見方の体系」であり、一回ごとの「判断」（decision/judgment）とは異なる。「価値観」は継続的な「考え方・価値基準・ものの見方」であり、「判断」という語がやや不自然。「何を大切とするかという、人それぞれの考え方」と表現する方が正確。
low,vocab1300_p139_005,139,腕をふるう,meaning,,母はお客さんのために、料理の腕をふるいました。,correct_meaningの「自分の能力を十分に人に見せること」は「見せる」に重点が置かれており、誇示・披露のニュアンスが強くなる。腕をふるうの核心は「能力を十分に発揮すること」であり、「人に見せること」は副次的。「自分の力を思う存分に発揮すること」のほうが正確。
low,vocab1300_p140_006,140,しぐさ,meaning,,その子は、手をふるしぐさがかわいらしいです。,correct_meaningに「表情」が含まれているが、しぐさは主に体の動き・身振りを指す語であり、顔の表情は含まないのが一般的（表情は「顔つき」「表情」が担当する）。「ちょっとした動きや身振り」とするほうが正確。例文自体は正しい用例。
low,vocab1300_p133_002,133,八方美人,meaning,,だれにでもいい顔をして、八方美人だと言われました。,correct_meaningは「だれにでもよく思われようとする人」と説明しており事実上正しいが、八方美人はその場しのぎで誠意がないという批判的ニュアンスを持つ慣用語。定義だけ読むと「感じの良い人」と肯定的に誤解される可能性がある。「誠意がなく、だれにでもよく思われようとする人」など否定的含意を一言加えるとよい。
low,vocab1300_p142_006,142,一躍,meaning,,大会で優勝して、その子は一躍人気者になりました。,correct_meaningの「あっという間に、急に」は時間の速さを表すが、一躍には「一気に高い地位・名声へ跳び上がる」という上昇・飛躍のニュアンスが重要。「急に有名になった」という上昇方向の変化を含む説明（例：「一気に大きく飛び上がるように、急に」）にするとニュアンスが伝わりやすい。
low,vocab1300_p155_005,155,錯覚,meaning,思い違いや見間違い,暗い道で、石を動物だと錯覚しました。,「思い違いや見間違い」と説明されているが、錯覚は感覚・知覚の誤りに限定される語であり、単なる思い違い（考え方の間違い）とは異なる。思い違いまで含めると意味が広すぎる。見間違い・聞き間違いなど知覚的な誤認に絞った説明が望ましい。
low,vocab1300_p157_001,157,一攫千金,meaning,簡単な方法で、大金を一度に得ること,宝くじで一攫千金をねらう人もいます。,「簡単な方法で、大金を一度に得ること」とあるが、一攫千金の本義は「一度に（一気に）大金を得ること」であり、「簡単な方法で」という要素は含まれていない。労せず得るイメージがあるのは確かだが、定義に「簡単」を入れると本来の語義と混同しやすい。
low,vocab1300_p161_001,161,肥える,meaning,太ること、肉がつくこと,冬の間に、犬が少し肥えてきました。,「太ること、肉がつくこと」という字義的な意味のみ掲載されているが、「目が肥える」「耳が肥える」のように審美眼・感性が磨かれる比喩的用法も日常的によく使われる。この教材の学習範囲次第だが、比喩用法への言及がないと語の広がりが学べない。
low,vocab1300_p164_002,164,さっそう,meaning,さわやかで、気持ちのよい様子,姉は新しい服で、さっそうと歩いていました。,「さわやかで、気持ちのよい様子」とあるが、颯爽はさわやかさに加えて「凜として格好よく見える・堂々としている」という視覚的な印象が中心の語。さわやか・気持ちいいだけでは颯爽の「かっこよさ・凛々しさ」のニュアンスが抜け落ちる。
low,vocab1300_p159_006,159,むりじい,sentence,嫌がる相手に、強引に何かをさせること,嫌いな食べ物をむりじいするのはよくありません。,「嫌いな食べ物をむりじいする」という表現はやや不自然。無理強いは人や行為を目的語にとるのが自然で、通常「〜するよう無理強いする」「〜に無理強いする」の形をとる。食べ物を直接目的語にすると、何を誰に強いるのかが文中で不明確になる。
low,vocab1300_p169_003,169,蛍雪の功,meaning,苦難や苦しい境遇に耐えながら、勉学に励んだ積み重ねの成果,毎日こつこつ勉強した蛍雪の功で、合格できました。,correct_meaningの「苦労して勉強に励んだ結果」は概ね正しいが、蛍雪の功は「貧しさや苦しい境遇の中で」という苦難の状況下での勉学という含意が由来の核心。例文の「毎日こつこつ」は努力の継続を示すだけで苦難の状況は描かれておらず、語の背景ニュアンスが伝わりにくい。
low,vocab1300_p167_004,167,淡い,meaning,色・光・感情などが薄く、かすかな様子,桜の花は、淡いピンク色でした。,correct_meaningが「色が薄いこと」のみで、「淡い希望」「淡い期待」「淡い記憶」など感情・記憶・気持ちに対する「かすかな・薄い」という比喩用法が含まれていない。小学3年生が読書で出会う重要な用法が抜けている。
low,vocab1300_p172_001,172,信頼,meaning,信じて頼ること。相手を信じ、安心して任せられる気持ち。,大事な係を任されて、先生から信頼されていると感じました。,correct_meaningの「誰かを信じる気持ち」は「信じる」の意味にとどまり、信頼の「頼る・任せる」という要素が欠けている。信頼＝信じて頼ること、であり、この「頼」の部分が語義の重要な側面。例文は正しく使えているため、意味定義側の問題。
low,vocab1300_p172_006,172,もてあます,sentence,どう扱ってよいか分からず、困ること,大きすぎるぬいぐるみを、置き場所に困ってもてあましました。,「置き場所に困って」という節がもてあますの意味そのものを説明しており、語義の説明と語の使用が重複して冗長になっている。「大きすぎるぬいぐるみをもてあましました」だけで意味は十分伝わる。例文として不自然さがある。
low,vocab1300_p176_005,176,口外,meaning,秘密や内々のことを、他の人に話して漏らすこと,この話は秘密なので、口外しないでください。,correct_meaningの「誰かに話すこと」は広すぎる。口外は「秘密にすべきことや内々の情報を外に漏らすこと」という、言ってはいけない情報を漏らすというニュアンスが核心。単に「誰かに話すこと」では口外しない理由が意味から読み取れない。例文は正しいが意味定義が不十分。
low,vocab1300_p178_003,178,苦虫をかみつぶしたような,sentence,,苦手な薬を見て、弟は苦虫をかみつぶしたような顔をしました。,この表現は主に心理的な不快感・苦い思い（悪いことを言い渡された、不本意なことを強いられたなど）を表す場面で使われる。薬を見た瞬間の生理的嫌悪感・反射的な表情への使用はやや用法の周辺にあり、ニュアンスが伝わりにくい。「試合に負けたあと、監督は〜」のような心理的苦さを示す場面のほうが典型的。
low,vocab1300_p186_005-meaning,186,胸に手を当てて（意味の補足）,meaning,,自分のしたことを、胸に手を当てて考えてみました。,p186_005と重複指摘を避けるため省略（medium項目で対応済み）。
low,vocab1300_p186_004,186,こっけい,meaning,ばかばかしくて笑えるような、おどけた様子。,友だちの変な動きがこっけいで、笑ってしまいました。,correct_meaningが「おかしい、面白い」と説明されているが、「こっけい」は単に「おもしろい」ではなく「滑稽・ばかばかしいほど笑える様子」という、やや滑稽さ・愚かしさを含むニュアンスを持つ。「おかしい・面白い」では「楽しい・興味深い」との混同が生じる可能性がある。
low,vocab1300_p186_002,186,鼻をあかす,meaning,自分を低く見ていた相手の意表をついて、あっと言わせること。,強い相手に勝って、みんなの鼻をあかしました。,correct_meaningが「相手の意表をついて、あっと驚かせること」とあるが、「鼻をあかす」は単に驚かせるだけでなく、「自分を軽く見ていた相手や、自分より上だと思われていた相手を出し抜いて驚かせる」という悔し驚きの要素が重要なニュアンス。「みんなの」という主語ではこのニュアンスが薄れる。
low,vocab1300_p185_005,185,見ばえ,meaning,見た目の印象。外から見たときの様子。,色をそろえると、ノートの見ばえがよくなりました。,correct_meaningが「見た目がよく、人目を引くこと」とポジティブな状態に限定されているが、「見ばえがしない・悪い」など否定的にも使われる中立語。「見た目のよさ」と定義してしまうと「見ばえが悪い」という使い方が理解しにくくなる。
low,vocab1300_p187_006,187,嫉妬,meaning,他の人をうらやんだり、ねたんだりする気持ち。,友だちがほめられて、少し嫉妬してしまいました。,correct_meaningが「自分より優秀な人をねたむこと」と限定されているが、「嫉妬」は優劣だけでなく、好きな人の関心が他の人に向いたときや、友人がほめられた場合など、能力の優劣以外でも生じる感情。例文は「ほめられた友だちへの嫉妬」を示しており、意味の定義よりも広い用法になっている。
low,vocab1300_p177_001,177,合間,meaning,活動や仕事の合間にできるわずかな空き時間。,授業の合間に、職員室へ行きました。,correct_meaningが「何かと何かの間」と説明されているが、これだと「間（あいだ）」との区別がつかない。「合間」は活動と活動の間のわずかな空き時間・すき間というニュアンスが重要で、「間」より具体的な「合間を縫って」「合間に〜する」という短い隙間時間を指す。
low,vocab1300_p183_002,183,いざなう,meaning,やさしく引き込んだり、どこかへ連れていったりすること（「誘う」より詩的・文学的な言い方）。,先生は、私たちを本の世界へいざなってくれました。,correct_meaningが「誘う、連れていくこと」と説明されているが、「いざなう」は普通の「誘う」より文語的・詩的なニュアンスを持ち、やさしく・自然な流れで引き込むという雰囲気がある。単純に「誘う」と等置すると語感・語域の差が伝わらない。例文自体は良好にニュアンスを示しているだけに惜しい。
low,vocab1300_p192_003,192,まんざらでもない,meaning,かなり気に入っている様子,ほめられた弟は、まんざらでもない顔をしていました。,「かなり気に入っている様子」は強すぎる表現。「まんざらでもない」は「全く嫌ではない、むしろどちらかというと悪くない・少し嬉しい」という控えめな肯定感を表す。「かなり気に入っている」とすると、もっと積極的に好む「かなり好き」と混同される恐れがある。例文の「まんざらでもない顔をしていました」は自然で適切。
low,vocab1300_p193_003,193,朱に交われば赤くなる,sentence,人は付き合う人によって影響を受けること,読書好きの友だちといるうちに、私も本を読むようになりました。朱に交われば赤くなるですね。,例文末尾「朱に交われば赤くなるですね」は文法的にやや不自然。ことわざをそのまま述語として使うには「〜ということわざの通りですね」「まさに朱に交われば赤くなる、ということですね」のような形の方が自然。現状のつなぎ方では小学生が読んだときに文としての構造が捉えにくい。
low,vocab1300_p198_004,198,すごむ,sentence,相手を脅すようなことを言うこと,相手を怖がらせるようにすごむのはよくありません。,例文「相手を怖がらせるようにすごむのはよくありません」は、すごむの意味そのものを例文内で説明してしまっており、語の使い方を示す例としては循環している。「大きな声ですごんでも、問題は解決しません」のように、語の意味を前提として使う例文の方が学習効果が高い。
high,vocab1300_p199_004,199,悪あがき,meaning,じたばたすること,負けを認めずに悪あがきしても、結果は変わりません。,correct_meaning が「じたばたすること」だけでは、「どうにもならない状況でもがく」という本質的なニュアンス（無駄・無意味さ）が完全に抜け落ちている。「じたばたする」は普通に手足をばたつかせる意味でも使えるため、この説明だけでは「悪あがき」の意味を誤解させる可能性が高い。explanation には「どうにもならないのに」と補足されているのに correct_meaning に反映されていない。
low,vocab1300_p202_001,202,ちなみに,sentence,ついでに関連したことを言うと,姉はフランス語も話せます。ちなみに、英語も得意です。,「姉はフランス語も話せます。ちなみに、英語も得意です。」は両方の情報が同等の重さに感じられ、「ちなみに」の「主な話題への補足・付け足し」という機能が分かりにくい。「ちなみに」は主題があり、それに関連したついでの情報を添えるときに使う接続詞であるため、例えば「母の誕生日は来週です。ちなみに、今年で40歳になります」など、主題と補足の関係が明確な例文の方が語の使い方を正確に示せる。
low,vocab1300_p204_002,204,純粋,sentence,まじりけのない様子,添加物の入っていない純粋なジュースを飲みました。,「添加物の入っていない純粋なジュース」は文法的に正しいが、小学3年生が日常で最も接する「純粋」の用例（純粋に楽しむ・純粋な気持ち・純粋な子など、人や気持ちへの形容）が示されていない。ジュースの例は「まじりけがない」という物理的意味のみを示しており、転じた意味（まじりけのない気持ち・動機）を学ぶ機会を逃している。
low,vocab1300_p203_006,203,大それた,meaning,まったく非常識な、とんでもないこと,一人で学校を作るなんて、大それた計画だと思いました。,correct_meaning「まったく非常識な、とんでもないこと」の「非常識な」は「常識に反する・分別がない」という批判的ニュアンスが強い。「大それた」は「自分の身分・実力の範囲をはるかに超えた大胆な（夢・計画・野望）」という意味で使われることが多く、否定的というより「途方もなく大きい」という驚き・規模感の表現。説明の方向性がやや異なる。
low,vocab1300_p204_005,204,うなぎのぼり,meaning,物の値段や人気などが、一気に上がること,テレビで紹介されてから、その店の人気はうなぎのぼりです。,correct_meaning の「一気に上がること」の「一気に」は、急に・一度で上がるイメージを与えやすい。「うなぎのぼり」はウナギが川を力強くぐんぐん上り続けるように、継続的・持続的に上昇し続けるニュアンスが本来の意味。「一気に」は瞬間的な跳び上がりを示唆しやすく、微妙にずれがある。
low,vocab1300_p203_004,203,ゆううつ,meaning,不安や心配で、心が晴れない様子,明日のテストを考えると、少しゆううつです。,correct_meaning「不安や心配で、心が晴れない様子」は「ゆううつ」の一用法（明確な不安・心配がある場合）に限定されている。「ゆううつ」は特定の原因がなくても「なんとなく気分が重い・どんよりした気持ち」を表す場合にもよく使われる。「不安や心配で」という原因限定の記述により、もう一方の用法を示せていない。
low,vocab1300_p209_004,209,涙ぐましい,meaning,健気で痛々しい様子に、胸を打たれて涙が出そうになること,彼の涙ぐましい努力が、みんなに伝わりました。,correct_meaning に「感心したり」とあるが、涙ぐましいの中心的なニュアンスは「同情・哀れみから胸が痛む」感覚。感心（admiration）よりも「痛々しい努力に胸を打たれる」という感情の方が主であり、感心という語が本来のニュアンスをやや薄めている。
low,vocab1300_p210_001,210,待ちかねて,meaning,待ちきれないほど強く待ち焦がれること,友だちの返事を待ちかねて、自分から連絡しました。,「長い時間、今か今かと待つこと」と説明しているが、待ちかねるの本質は時間の長さよりも「もう待ちきれない」という焦りの強さ。短い時間でも期待が強ければ使えるため、「長い時間」という修飾が本来のニュアンスを変えてしまう可能性がある。
low,vocab1300_p212_001,212,耳が痛い,sentence,,『忘れ物が多いね』と言われて、耳が痛くなりました。,「耳が痛くなりました」はやや不自然。慣用句は「耳が痛い」「耳が痛かった」「耳が痛い思いをした」の形で使うのが一般的で、「〜くなりました」という変化の形は、この慣用句に合いにくい。
low,vocab1300_p212_004,212,事情,meaning,そうなった理由や、そのときの状況・経緯,遅れた事情を、先生にきちんと説明しました。,「その人なりの理由や状況」と説明しているが、「その人なりの」という修飾は余分。事情は個人的な理由に限らず、客観的な状況・背景・経緯全般を指す（例：家庭の事情、諸般の事情）。個人的ニュアンスを強調しすぎている。
low,vocab1300_p212_006,212,押しも押されもせぬ,meaning,誰もが認める、確固たる地位・実力を持つさま,姉は、押しも押されもせぬ学校のリーダーです。,「ゆるぎない、確かなこと」は意味が広すぎる。この慣用句は特に「誰もが認める確固たる地位・評価を持つ人や物」に使うもので、人・地位・評判に対して使われる慣用句であることが伝わらない。
low,vocab1300_p213_004,213,惑う,sentence,,どの道を行けばよいか分からず、駅で惑いました。,「駅で惑いました」は文語的で唐突な表現。「惑う」は単体で「駅で」という場所だけを添えて使うのは自然さが低い。「どうすればよいか分からず途方に惑いました」や「道に惑いました」などの方が自然。また、前半「どの道を行けばよいか分からず」で意味を説明してしまっており、語を使った文としての独立感が薄い。
low,vocab1300_p215_005,215,駆使,sentence,,姉は辞書とメモを駆使して、難しい文章を読みました。,「辞書とメモを駆使して」はやや大げさで不自然。駆使は語学力・技術・最新機器など、より高度・多様な手段を縦横無尽に使いこなすニュアンスが強く、辞書とメモほどシンプルなツールには「活用して」の方が自然。
