No.,ID,ページ,語句,読み,正解の意味,例文,解説
628,vocab1300_p116_005,116,つつぬけ,つつぬけ,話し声や秘密が全部もれてしまうこと,小さな声で話したつもりが、となりの部屋に話がつつぬけでした。,つつぬけは、話し声や秘密の内容が、全部もれてしまうことです。
629,vocab1300_p116_006,116,間柄,あいだがら,人と人との仲や関係,二人は何でも話せる間柄です。,間柄は、人と人との仲や関係のことです。
630,vocab1300_p117_001,117,患う,わずらう,病気になること,祖父は長い間、足の病気を患っていました。,患うは、病気になることです。
631,vocab1300_p117_002,117,玄人はだし,くろうとはだし,プロ並みの腕前,父の料理は玄人はだしで、お店のようにおいしいです。,玄人はだしは、プロ並みの腕前という意味です。
632,vocab1300_p117_003,117,待望,たいぼう,待ち望んでいたこと,待望の新しい本が、ついに発売されました。,待望は、待ち望んでいたことです。
633,vocab1300_p117_004,117,ファンタジー,ファンタジー,夢や空想の世界,魔法が出てくるファンタジー小説を読みました。,ファンタジーは、まぼろし・幻想・夢・空想の世界のことです。
634,vocab1300_p117_005,117,顔をそむける,かおをそむける,目や顔をそらすこと,こわい場面になり、妹は画面から顔をそむけました。,顔をそむけるは、目や顔をそらすことです。
635,vocab1300_p117_006,117,あんばい,あんばい,物事の具合、加減、様子,明日の発表の準備は、どんなあんばいですか。,あんばいは、物事の具合、加減、様子のことです。
636,vocab1300_p118_001,118,頭が固い,あたまがかたい,柔軟な考え方ができないこと,その人は頭が固く、新しいやり方をなかなか受け入れません。,頭が固いは、柔軟な考え方ができないことです。
637,vocab1300_p118_002,118,弱音を吐く,よわねをはく,弱々しい言葉を口にすること,練習がつらくなり、少しだけ弱音を吐きました。,弱音を吐くは、弱々しい言葉を口にすることです。
638,vocab1300_p118_003,118,比較する,ひかくする,二つ以上のものを比べること,二つのかばんの大きさを比較して、使いやすい方を選びました。,比較するは、二つ以上のものを比べることです。
639,vocab1300_p118_004,118,へりくだる,へりくだる,相手を敬い、控えめな態度をとること,その人はえらい先生にもへりくだって話しました。,へりくだるは、相手を敬い、控えめな態度をとることです。
640,vocab1300_p118_005,118,ぬくもり,ぬくもり,あたたかみ,母が作った手ぶくろには、ぬくもりを感じました。,ぬくもりは、あたたかみのことです。
641,vocab1300_p118_006,118,心外,しんがい,意外なことが起こり、裏切られたような気がすること,まじめにやったのに疑われて、心外でした。,心外は、意外なことが起こり、裏切られたような気がすることです。
642,vocab1300_p119_001,119,はつらつ,はつらつ,いきいきと元気がいいようす,新入生は、はつらつとした顔で教室に入りました。,はつらつは、いきいきと元気がいいようすです。
643,vocab1300_p119_002,119,あわただしい,あわただしい,忙しくて落ち着きがないようす,月曜日の朝は、準備で家の中があわただしいです。,あわただしいは、忙しくて落ち着きがないようすです。
644,vocab1300_p119_003,119,一を聞いて十を知る,いちをきいてじゅうをしる,一部分を聞いただけで、全体を理解する賢いようす,姉は一を聞いて十を知るような人で、説明を少し聞くだけで分かります。,一を聞いて十を知るは、一部分を聞いただけで、物事の全体を理解する賢いようすです。
645,vocab1300_p119_004,119,身を引く,みをひく,今までの地位・仕事・立場などから降りること,父はその仕事から身を引くことになりました。,身を引くは、今までの地位・仕事・立場などから降りることです。
646,vocab1300_p119_005,119,まごつく,まごつく,うろたえること,初めての駅で、どの出口に行けばよいかまごつきました。,まごつくは、うろたえることです。
647,vocab1300_p119_006,119,せっぱつまる,せっぱつまる,追いつめられて、身動きがとれなくなること,しめ切りが近づき、せっぱつまった気持ちになりました。,せっぱつまるは、追いつめられて、身動きがとれなくなることです。
648,vocab1300_p120_001,120,口が軽い,くちがかるい,おしゃべりで、言わなくていいことまで言うこと,その人は口が軽いので、秘密を話すのは少し心配です。,口が軽いは、おしゃべりで、言わなくていいことまで言ってしまうことです。
649,vocab1300_p120_002,120,具体的,ぐたいてき,形や内容が、はっきりとよく分かるようす,先生は、作文の直し方を具体的に説明してくれました。,具体的は、形や内容が、はっきりとよく分かるようすです。
650,vocab1300_p120_003,120,恩人,おんじん,苦しいときや大変なときに、力になってくれた人,迷子になったときに助けてくれた人は、私の恩人です。,恩人は、苦しいときや大変なときに、力になってくれた人です。
651,vocab1300_p120_004,120,完璧,かんぺき,欠点やミスなどがないようす,発表の本番で、青ちゃんは完璧にせりふを言えました。,完璧は、欠点やミスなどがないようすです。パーフェクトという意味です。
652,vocab1300_p120_005,120,かて,かて,心や体のために必要なもの,本で学んだことは、これからの心のかてになります。,かては、心や体のために必要なもののことです。
653,vocab1300_p120_006,120,わずらわしい,わずらわしい,込み入っていて面倒くさいこと,何度も同じことを書くのは、少しわずらわしいです。,わずらわしいは、込み入っていて面倒くさいことです。
654,vocab1300_p121_001,121,言わぬが花,いわぬがはな,言わない方がよい場合もあること,友だちの小さな失敗に気づいたけれど、今回は言わぬが花だと思いました。,言わぬが花は、何でも言えばよいわけではなく、言わない方がよい場合もあるという意味です。
655,vocab1300_p121_002,121,蓼食う虫も好き好き,たでくうむしもすきずき,好みは人によってそれぞれ違うこと,辛いお菓子が好きな人も苦手な人もいます。蓼食う虫も好き好きです。,蓼食う虫も好き好きは、好みは人によってそれぞれ違うという意味です。
656,vocab1300_p121_003,121,花が咲く,はながさく,話題が出て、その場が盛り上がること,休み時間に好きな本の話になり、友だちとの話に花が咲きました。,花が咲くは、話題が出て、その場が盛り上がることです。実際の花の話とは限りません。
657,vocab1300_p121_004,121,花より団子,はなよりだんご,風流よりも、実利を選ぶことのたとえ,きれいな景色より、お弁当を楽しみにしているなんて花より団子ですね。,花より団子は、きれいさや風流よりも、役に立つものや得になるものを選ぶことのたとえです。
658,vocab1300_p121_005,121,木を見て森を見ず,きをみてもりをみず,細かいことに気を取られて、全体が見えていないこと,一つの字の形ばかり気にして、文章全体を読めていないのは木を見て森を見ずです。,木を見て森を見ずは、細かいことに気を取られて、物事の全体が見えていないことです。
659,vocab1300_p121_006,121,どんぐりの背比べ,どんぐりのせいくらべ,どれも似たりよったりで、特に優れたものがないこと,二人の点数はほとんど同じで、どんぐりの背比べでした。,どんぐりの背比べは、どれも似たりよったりで、特に優れたものがないことです。
660,vocab1300_p123_001,123,手塩にかける,てしおにかける,自ら世話をして、大切に育てること,母は花を手塩にかけて育て、毎朝水をあげました。,手塩にかけるは、自分で世話をして、大切に育てることです。
661,vocab1300_p123_002,123,すこぶる,すこぶる,大変、おおいに,今日はすこぶる調子がよく、朝から元気に動けました。,すこぶるは、大変、おおいに、という意味です。
662,vocab1300_p123_003,123,同調,どうちょう,他人の意見や主張に同意すること,友だちの考えに同調して、同じ意見を言いました。,同調は、他人の意見や主張に同意することです。
663,vocab1300_p123_004,123,暗黙,あんもく,言葉に出さなくても分かっていること,図書室では静かにするという暗黙のきまりがあります。,暗黙は、言葉にはっきり出さなくても分かっていることです。
664,vocab1300_p123_005,123,大船に乗ったよう,おおぶねにのったよう,頼れるものができて、すっかり安心した様子,先生が一緒に来てくれると聞いて、大船に乗ったような気分でした。,大船に乗ったようは、頼れるものができて、すっかり安心した様子です。
665,vocab1300_p123_006,123,兆し,きざし,何かが始まろうとする気配,冷たい風の中にも、春の兆しを感じました。,兆しは、何かが始まろうとする気配のことです。
666,vocab1300_p124_001,124,しお,しお,ちょうどよいタイミング,先生が教室を出たのをしおに、みんなは小声で話し始めました。,しおは、ちょうどよいタイミング、好機という意味です。
667,vocab1300_p124_002,124,やむを得ない,やむをえない,どうしようもない、しかたがないこと,大雨で遠足が中止になるのは、やむを得ないことでした。,やむを得ないは、どうしようもない、しかたがないという意味です。
668,vocab1300_p124_003,124,あてこすり,あてこすり,遠回しに文句を言うこと,『時間を守れる人はすごいね』と、遅れた友だちへのあてこすりを言いました。,あてこすりは、遠回しに文句を言うこと、皮肉を言うことです。
669,vocab1300_p124_004,124,がぜん,がぜん,突然、急に,賞品があると聞いて、みんなはがぜんやる気を出しました。,がぜんは、突然、急に、という意味です。急にやる気や勢いが出るときにも使います。
670,vocab1300_p124_005,124,背のび,せのび,年齢や実力以上のことに挑戦しようとすること,まだ早いのに大人向けの本を読もうとして、少し背のびをしました。,背のびは、年齢や実力以上のことに挑戦しようとすることです。
671,vocab1300_p124_006,124,やり玉に挙げる,やりだまにあげる,非難や攻撃の対象にすること,一人だけをやり玉に挙げて責めるのはよくありません。,やり玉に挙げるは、非難や攻撃の対象にすることです。
672,vocab1300_p125_001,125,うかつ,うかつ,ぼんやりして、つい不注意になること,うかつにも、テストの日を一日まちがえてしまいました。,うかつは、ぼんやりして、つい不注意になることです。
673,vocab1300_p125_002,125,否定,ひてい,間違いであると言うこと,母は、私の意見をすぐに否定せず、最後まで聞いてくれました。,否定は、間違いであると言うことです。
674,vocab1300_p125_003,125,悪用,あくよう,悪い目的のために用いること,拾った免許証を悪用してはいけません。,悪用は、悪い目的のために用いることです。
675,vocab1300_p125_004,125,猫舌,ねこじた,熱い食べ物が苦手なこと,妹は猫舌なので、スープを少し冷ましてから飲みます。,猫舌は、熱い食べ物が苦手なことです。実際の猫の舌の話ではありません。
676,vocab1300_p125_005,125,おしはかる,おしはかる,あることをもとにして、他のことの見当をつけること,友だちの表情から、少し悲しいのだろうとおしはかりました。,おしはかるは、あることをもとにして、他のことの見当をつけることです。
677,vocab1300_p125_006,125,腹に据えかねる,はらにすえかねる,我慢できないほどの怒りをかかえている様子,何度も約束を破られて、ついに腹に据えかねました。,腹に据えかねるは、我慢できないほどの怒りをかかえている様子です。
678,vocab1300_p126_001,126,活気,かっき,いきいきと活動的な気分・元気,朝市には活気があり、たくさんの人が声を出していました。,活気は、いきいきと活動的な気分や元気のことです。
679,vocab1300_p126_002,126,日夜,にちや,いつも、つねに,兄は日夜、サッカーの練習に励んでいます。,日夜は、いつも、つねに、という意味です。
680,vocab1300_p126_003,126,鮮やか,あざやか,色がはっきりしていて美しいさま,妹のスカートは、鮮やかな青色でした。,鮮やかは、色がはっきりしていて美しいさまです。
681,vocab1300_p126_004,126,あわよくば,あわよくば,うまくいけば,あわよくば、一番前の席に座りたいと思いました。,あわよくばは、うまくいけば、という意味です。
682,vocab1300_p126_005,126,いたちごっこ,いたちごっこ,同じことを繰り返すばかりで、決着がつかないこと,片づけてもすぐに散らかり、掃除はいたちごっこになりました。,いたちごっこは、同じことを繰り返すばかりで、決着がつかないことです。
683,vocab1300_p126_006,126,つれない,つれない,思いやりがなく、冷淡な態度,相談したのに、友だちはつれない態度でした。,つれないは、思いやりがなく、冷淡な態度のことです。
684,vocab1300_p127_001,127,上回る,うわまわる,基準の数量よりも多いこと,発表会の参加者は、予想人数を上回りました。,上回るは、基準の数量よりも多いことです。
685,vocab1300_p127_002,127,身が引きしまる,みがひきしまる,心や体がきりっとすること,大きな大会に出る仲間の思いを聞き、身が引きしまりました。,身が引きしまるは、緊張感で心や体がきりっとすることです。
686,vocab1300_p127_003,127,あいまい,あいまい,具体的でなく、はっきりしない様子,集合時間の説明があいまいで、何時に行けばよいか分かりませんでした。,あいまいは、具体的でなく、はっきりしない様子です。
687,vocab1300_p127_004,127,朗らか,ほがらか,心が晴れ晴れとして、活発な様子,その子は朗らかな笑顔で、みんなにあいさつしました。,朗らかは、心が晴れ晴れとして、活発な様子です。
688,vocab1300_p127_005,127,後ろめたい,うしろめたい,自分に悪いところがあって、気が引けること,宿題を忘れたことを言えず、後ろめたい気持ちになりました。,後ろめたいは、自分に悪いところがあって、気が引けることです。
689,vocab1300_p127_006,127,たわむれる,たわむれる,じゃれる、遊ぶこと,公園で、子どもたちが犬とたわむれていました。,たわむれるは、じゃれる、遊ぶという意味です。
690,vocab1300_p128_001,128,スローガン,スローガン,簡潔にまとめた標語,クラスで『毎日元気にあいさつ』というスローガンを決めました。,スローガンは、主義や主張を簡潔にまとめた言葉、標語のことです。
691,vocab1300_p128_002,128,竹を割ったような,たけをわったような,性格がさっぱり、からっとしている様子,その先生は竹を割ったような性格で、思ったことをはっきり言います。,竹を割ったようなは、性格がさっぱりしていて、からっとしている様子です。
692,vocab1300_p128_003,128,間接的,かんせつてき,直接ではなく、何かを通して行う様子,友人から間接的に知らせを聞きました。,間接的は、直接ではなく、何かを通して行う様子です。
693,vocab1300_p128_004,128,案じる,あんじる,心配すること,母は、遠くへ行った兄の無事を案じていました。,案じるは、心配することです。
694,vocab1300_p128_005,128,小躍り,こおどり,飛び上がりそうなくらい喜んでいる様子,テストで満点を取って、思わず小躍りしました。,小躍りは、飛び上がりそうなくらい喜んでいる様子です。
695,vocab1300_p128_006,128,達成,たっせい,何かを成し遂げること,毎日練習して、今月の目標を達成しました。,達成は、何かを成し遂げることです。
696,vocab1300_p129_001,129,価値観,かちかん,何に価値を見出すかについての、人の判断,人によって大切に思うものが違うので、価値観も違います。,価値観は、何に価値を見出すかについての、人の判断のことです。
697,vocab1300_p129_002,129,無知,むち,何も知らないこと,礼儀作法について、私はまだ無知でした。,無知は、何も知らないことです。
698,vocab1300_p129_003,129,鼻をつく,はなをつく,臭いが強烈で、鼻が刺激されること,空き家の扉を開けると、強いにおいが鼻をつきました。,鼻をつくは、臭いが強烈で、鼻が刺激されることです。
699,vocab1300_p129_004,129,なぞらえる,なぞらえる,似ているものと比較して考えること,先生は、人生を山登りになぞらえて話しました。,なぞらえるは、似ているものと比較して考えること、たとえることです。
700,vocab1300_p129_005,129,こじれる,こじれる,話し合いなどがもつれること,小さな言い合いから、話がこじれてしまいました。,こじれるは、話し合いなどがもつれることです。
701,vocab1300_p129_006,129,愚痴,ぐち,不満を言うこと,父は仕事の愚痴をたまに言います。,愚痴は、不満を言うことです。
702,vocab1300_p130_001,130,分が悪い,ぶがわるい,不利であること、勝ち目がないこと,相手チームは人数が多く、この勝負は分が悪いです。,分が悪いは、不利であること、勝ち目がないことです。
703,vocab1300_p130_002,130,いっこうに,いっこうに,まったく、少しも,何度声をかけても、弟はいっこうに気にしませんでした。,いっこうには、まったく、少しも、という意味です。後ろに打ち消しの言葉が続くことが多いです。
704,vocab1300_p130_003,130,省略,しょうりゃく,短くするために一部をけずること,長い計算の式は、一部を省略して書きました。,省略は、短くするために一部をけずることです。
705,vocab1300_p130_004,130,たしなめる,たしなめる,良くない点やマナー違反を注意すること,先生は、ろうかを走った子を静かにたしなめました。,たしなめるは、良くない点やマナー違反を注意することです。
706,vocab1300_p130_005,130,迎合,げいごう,相手に合わせて、自分の考えや態度を変えること,人気のある人に迎合して、自分の考えを変えるのは少し残念です。,迎合は、相手に合わせて、自分の考えや態度を変えることです。
707,vocab1300_p130_006,130,華やか,はなやか,明るく、人目を引きつける様子,有名人が集まった会場は、華やかな雰囲気でした。,華やかは、明るく、人目を引きつける様子です。
708,vocab1300_p131_001,131,イメージ,イメージ,頭に思い描く姿や形,新しい部屋のイメージをノートに描きました。,イメージは、頭に思い描いたり、想像したりする姿や形のことです。
709,vocab1300_p131_002,131,あっけない,あっけない,思ったより簡単で物足りないこと,楽しみにしていた勝負は、すぐに終わってあっけないものでした。,あっけないは、思ったより簡単に終わって、物足りないことです。
710,vocab1300_p131_003,131,差し引き,さしひき,ある数から別の数を引くこと,おこづかいから本代を差し引くと、百円残りました。,差し引きは、ある数から別の数を引くこと、またその残りのことです。
711,vocab1300_p131_004,131,目が点になる,めがてんになる,とても驚いて、ぼうっとしてしまうこと,弟が急に大きな声で歌い出して、私は目が点になりました。,目が点になるは、とても驚いて、ぼうっとしてしまうことです。
712,vocab1300_p131_005,131,首をかしげる,くびをかしげる,不思議に思ったり、疑問に思ったりすること,答えが合わないので、青ちゃんは首をかしげました。,首をかしげるは、不思議に思ったり、疑問に思ったりすることです。
713,vocab1300_p131_006,131,培う,つちかう,時間をかけて、大切に育てること,毎日の読書で、少しずつ言葉の力を培います。,培うは、時間をかけて、大切に育てることです。
714,vocab1300_p132_001,132,自然現象,しぜんげんしょう,自然の中で起こるできごと,雷や台風は、自然現象の一つです。,自然現象は、自然の中で起こるできごとのことです。
715,vocab1300_p132_002,132,入念,にゅうねん,細かいところまで丁寧にすること,発表の前に、原稿を入念に読み直しました。,入念は、細かいところまで、じっくり丁寧にすることです。
716,vocab1300_p132_003,132,積極的,せっきょくてき,自分から進んで何かをしようとする態度,青ちゃんは、係の仕事に積極的に取り組みました。,積極的は、自分から進んで何かをしようとする前向きな態度です。
717,vocab1300_p132_004,132,手も足も出ない,てもあしもでない,自分の力ではどうすることもできないこと,難しい問題ばかりで、私は手も足も出ませんでした。,手も足も出ないは、自分の力ではどうすることもできない状態です。
718,vocab1300_p132_005,132,しこり,しこり,心に残る、すっきりしない気持ち,仲直りはしたけれど、心に少ししこりが残りました。,しこりは、心に残る、すっきりしない気持ちのことです。
719,vocab1300_p132_006,132,憔悴しきる,しょうすいしきる,強いショックや心配で、すっかり元気をなくすこと,迷子の犬を一日中探して、家族は憔悴しきっていました。,憔悴しきるは、強いショックや心配で、すっかり元気をなくすことです。
720,vocab1300_p133_001,133,一石二鳥,いっせきにちょう,一つのことで二つの利益を得ること,歩いて図書館へ行けば、運動にもなり本も借りられて一石二鳥です。,一石二鳥は、一つのことで、同時に二つの利益を得ることです。
721,vocab1300_p133_002,133,八方美人,はっぽうびじん,だれにでもよく思われようとする人,だれにでもいい顔をして、八方美人だと言われました。,八方美人は、だれに対してもよく思われようとする人のことです。
722,vocab1300_p133_003,133,前代未聞,ぜんだいみもん,今まで聞いたことがないくらい珍しいこと,学校で全員が満点を取るなんて、前代未聞のできごとです。,前代未聞は、今まで聞いたことがないくらい珍しいことです。
723,vocab1300_p133_004,133,三日坊主,みっかぼうず,長続きしないこと,日記を始めたのに三日坊主で終わってしまいました。,三日坊主は、飽きっぽくて、長続きしないことです。
724,vocab1300_p133_005,133,四苦八苦,しくはっく,いろいろ手こずって、とても苦労すること,難しい工作に四苦八苦しながら、ようやく完成させました。,四苦八苦は、いろいろと手こずって、とても苦労することです。
725,vocab1300_p133_006,133,古今東西,ここんとうざい,いつでもどこでも、昔も今もということ,古今東西、親が子どもを思う気持ちは変わりません。,古今東西は、いつでもどこでも、昔も今も、という意味です。
726,vocab1300_p135_001,135,手順,てじゅん,何かをするときの順序や段取り,先生が、折り紙の手順を一つずつ教えてくれました。,手順は、何かをするときの順序や段取りのことです。
727,vocab1300_p135_002,135,連想,れんそう,関係する別のものを思い出すこと,白い雲を見て、ソフトクリームを連想しました。,連想は、何かを見て、それと関係する別の何かを思い出すことです。
728,vocab1300_p135_003,135,食ってかかる,くってかかる,激しく文句を言うこと,負けたことがくやしくて、相手に食ってかかってしまいました。,食ってかかるは、相手に激しく文句を言うことです。
729,vocab1300_p135_004,135,口振り,くちぶり,話し方や言い方,姉の口振りから、何か知っているように感じました。,口振りは、話し方や言い方のことです。
730,vocab1300_p135_005,135,手玉に取る,てだまにとる,人を自分の思い通りに操ること,その人は話が上手で、相手を手玉に取りました。,手玉に取るは、人を自分の思い通りに操ることです。
731,vocab1300_p135_006,135,病み上がり,やみあがり,病気が治ったばかりで、まだ体力が十分でない状態,病み上がりなので、今日は体育を見学しました。,病み上がりは、病気が治ったばかりで、まだ体力が十分でない状態です。
732,vocab1300_p136_001,136,立て続け,たてつづけ,何かが連続して行われること,朝から立て続けにお客さんが来ました。,立て続けは、何かが連続して行われることです。
733,vocab1300_p136_002,136,万能,ばんのう,何でもできる多才なこと,その道具は切ることも量ることもできる万能な道具です。,万能は、何でもできる多才なことです。
734,vocab1300_p136_003,136,顔から火が出る,かおからひがでる,とても恥ずかしくて、顔が真っ赤になること,みんなの前で名前をまちがえて、顔から火が出る思いでした。,顔から火が出るは、とても恥ずかしくて、顔が真っ赤になることです。
735,vocab1300_p136_004,136,早春,そうしゅん,春の初め,早春になると、梅の花が少しずつ咲き始めます。,早春は、春の初めのことです。
736,vocab1300_p136_005,136,おおっぴら,おおっぴら,人目を気にせず、堂々としているようす,秘密にせず、おおっぴらにみんなへ知らせました。,おおっぴらは、人目を気にせず、堂々としているようすです。
737,vocab1300_p136_006,136,にぎわう,にぎわう,人が集まって、にぎやかになること,お祭りの日、駅前はたくさんの人でにぎわいました。,にぎわうは、人が集まって、にぎやかになることです。
738,vocab1300_p137_001,137,一存,いちぞん,一人だけで考えたことや独断,私の一存では決められないので、家族にも相談します。,一存は、一人だけで考えたことや独断のことです。
739,vocab1300_p137_002,137,何食わぬ顔,なにくわぬかお,本当は知っているのに、知らないふりをすること,弟はお菓子を食べたのに、何食わぬ顔で座っていました。,何食わぬ顔は、本当は知っているのに、知らないふりをすることです。
740,vocab1300_p137_003,137,目に浮かぶ,めにうかぶ,まるで見ているように思い出されること,運動会のことを聞くと、友だちの笑顔が目に浮かびます。,目に浮かぶは、まるでその場で見ているように、はっきりと思い出されることです。
741,vocab1300_p137_004,137,悪気,わるぎ,悪いことをしようとする心,からかっただけで、悪気はありませんでした。,悪気は、悪いことをしようとする心のことです。
742,vocab1300_p137_005,137,偽造,ぎぞう,本物に似せて、にせものを作ること,大切な書類を偽造するのは、してはいけないことです。,偽造は、本物に似せて、にせものを作ることです。
743,vocab1300_p137_006,137,反発,はんぱつ,相手の意見を受け入れず、はね返すこと,急にきまりを変えると言われ、みんなは反発しました。,反発は、相手の意見を受け入れず、はね返すことです。
744,vocab1300_p138_001,138,心を奪われる,こころをうばわれる,すっかり夢中になること,美しい星空を見て、青ちゃんは心を奪われました。,心を奪われるは、あることにすっかり夢中になることです。
745,vocab1300_p138_002,138,属する,ぞくする,ある団体やグループの一員であること,姉は学校の合唱部に属しています。,属するは、ある団体やグループの一員であることです。
746,vocab1300_p138_003,138,そそくさと,そそくさと,急いで落ち着かないようす,弟は注意されると、そそくさと部屋を出ていきました。,そそくさとは、急いで落ち着かないようすです。
747,vocab1300_p138_004,138,厳か,おごそか,威厳があり、重々しいようす,卒業式は、厳かな雰囲気の中で行われました。,厳かは、威厳があり、重々しいようすです。
748,vocab1300_p138_005,138,小手調べ,こてしらべ,本格的に始める前に、軽く調子を見ること,本番の前に、小手調べとして簡単な曲を弾きました。,小手調べは、本格的に始める前に、軽く調子を見てみることです。
749,vocab1300_p138_006,138,もどかしい,もどかしい,思い通りにいかなくて、じれったいこと,最後の答えがなかなか思い出せず、もどかしい気持ちになりました。,もどかしいは、思い通りにいかなくて、じれったいことです。
750,vocab1300_p139_001,139,けじめ,けじめ,物事の区別や、きちんとした切り替え,遊ぶ時間と勉強する時間のけじめをつけましょう。,けじめは、物事の区別や、きちんとした切り替えのことです。
751,vocab1300_p139_002,139,あえぐ,あえぐ,苦しそうに呼吸をすること,長い坂道を走って、弟はあえいでいました。,あえぐは、苦しそうに呼吸をすること、息を切らすことです。
752,vocab1300_p139_003,139,加減,かげん,加えたり減らしたりして、ちょうどよくすること,ボールを投げる力を加減して、妹に渡しました。,加減は、加えたり減らしたりして、ちょうどよい状態にすることです。
753,vocab1300_p139_004,139,メカニズム,メカニズム,仕組み、しかけ,自動ドアが開くメカニズムを調べました。,メカニズムは、仕組みやしかけのことです。
754,vocab1300_p139_005,139,腕をふるう,うでをふるう,自分の能力を十分に人に見せること,母はお客さんのために、料理の腕をふるいました。,腕をふるうは、自分の能力を十分に人に見せることです。
755,vocab1300_p139_006,139,夜更かし,よふかし,夜遅くまで起きていること,続きが気になって本を読んでいたら、夜更かししてしまいました。,夜更かしは、夜遅くまで起きていることです。
756,vocab1300_p140_001,140,専用,せんよう,その人や目的だけに使うこと,これは青ちゃん専用のノートです。,専用は、その人や目的だけに使うことです。
757,vocab1300_p140_002,140,ともすれば,ともすれば,どうかすると、そうなりやすいこと,忙しいと、ともすれば友だちへのありがとうを忘れがちです。,ともすればは、どうかすると、そうなりやすい、という意味です。
758,vocab1300_p140_003,140,ことさら,ことさら,特に、わざと,弟はことさら大きな声で、できたことを知らせました。,ことさらは、特に、わざと、という意味です。
759,vocab1300_p140_004,140,有り得る,ありうる,何かが起こる可能性があること,練習を重ねれば、逆転勝ちも有り得ます。,有り得るは、何かが起こる可能性があることです。
760,vocab1300_p140_005,140,意図,いと,何かをしようという考え,先生の意図を考えて、問題の解き方を説明しました。,意図は、何かをしようという考えのことです。
761,vocab1300_p140_006,140,しぐさ,しぐさ,何かをするときのちょっとした動きや表情,その子は、手をふるしぐさがかわいらしいです。,しぐさは、何かをするときのちょっとした動きや表情のことです。
762,vocab1300_p141_001,141,出払う,ではらう,人や物が全部外へ出て、残っていないこと,昼休みになると、教室の子どもたちはみんな出払いました。,出払うは、人や物が全部外へ出て、残っていないことです。
763,vocab1300_p141_002,141,青筋を立てる,あおすじをたてる,ひどく怒っているようす,何度注意してもやめないので、先生は青筋を立てて怒りました。,青筋を立てるは、ひどく怒っているようすを表します。
764,vocab1300_p141_003,141,頭が切れる,あたまがきれる,頭の回転が速く、賢いこと,姉は頭が切れるので、難しい問題もすぐに考えつきます。,頭が切れるは、頭の回転が速く、賢いことです。
765,vocab1300_p141_004,141,誠実,せいじつ,まじめで、真心が感じられること,その子は誠実な人で、約束をきちんと守ります。,誠実は、まじめで、真心が感じられることです。
766,vocab1300_p141_005,141,取り繕う,とりつくろう,失敗や都合の悪いところを、うまくごまかすこと,宿題を忘れた理由を取り繕っても、先生には分かってしまいました。,取り繕うは、失敗や都合の悪いところを、うまくごまかすことです。
767,vocab1300_p141_006,141,いたずらに,いたずらに,無駄に、何のかいもなく,決められないまま、いたずらに時間だけが過ぎました。,いたずらには、無駄に、何のかいもなく、という意味です。
768,vocab1300_p142_001,142,こじつけ,こじつけ,無理に理屈をつけること,その説明は少しこじつけで、本当の理由には聞こえませんでした。,こじつけは、無理に理屈をつけることです。
769,vocab1300_p142_002,142,握力,あくりょく,物を握る力,鉄棒に長くぶら下がるには、握力が必要です。,握力は、物を握る力のことです。
770,vocab1300_p142_003,142,度忘れ,どわすれ,よく知っていることを急に思い出せなくなること,よく知っている友だちの名前を、急に度忘れしました。,度忘れは、よく知っていることなのに、急に思い出せなくなることです。
771,vocab1300_p142_004,142,提案,ていあん,自分の考えやアイデアを出すこと,青ちゃんは、班の発表で別のやり方を提案しました。,提案は、自分の考えやアイデアを出すことです。
772,vocab1300_p142_005,142,忠告,ちゅうこく,相手のためを思って、良くない点を注意すること,危ない遊びをしていた友だちに、兄は忠告しました。,忠告は、相手のためを思って、良くない点を注意することです。
773,vocab1300_p142_006,142,一躍,いちやく,あっという間に、急に,大会で優勝して、その子は一躍人気者になりました。,一躍は、あっという間に、急に、という意味です。
774,vocab1300_p143_001,143,余地,よち,何かをするためのゆとり,もう席がいっぱいで、入る余地がありませんでした。,余地は、何かをするためのゆとりや余裕のことです。
775,vocab1300_p143_002,143,ひとかど,ひとかど,一人前であること,妹も自分で料理ができるようになり、ひとかどの人になりました。,ひとかどは、一人前であることです。
776,vocab1300_p143_003,143,矢も盾もたまらない,やもたてもたまらない,いてもたってもいられないこと,新しい本が届くと聞いて、矢も盾もたまらず本屋へ走りました。,矢も盾もたまらないは、いてもたってもいられないことです。
777,vocab1300_p143_004,143,致命的,ちめいてき,命取りになるようなこと,最後の計算ミスは、試合の結果を変える致命的なミスでした。,致命的は、命取りになるような、取り返しがつかないほど大きいことです。
778,vocab1300_p143_005,143,老化,ろうか,年を取って、体や物の働きが衰えること,道具も長く使うと、少しずつ老化して使いにくくなります。,老化は、年を取って、体や物の働きが衰えることです。
779,vocab1300_p143_006,143,味気ない,あじけない,面白くない、つまらないこと,音楽のない発表会は、少し味気なく感じました。,味気ないは、面白くない、つまらないという意味です。
780,vocab1300_p144_001,144,度胸,どきょう,こわがらずにやり通す強い心,大勢の前で発表するには、少し度胸がいります。,度胸は、こわがらずに物事をやり通す強い心です。
781,vocab1300_p144_002,144,軽やか,かろやか,動きや気分が軽く、さわやかなようす,妹は音楽に合わせて、軽やかにステップをふみました。,軽やかは、動きや気分が軽く、さわやかなようすです。
782,vocab1300_p144_003,144,からくり,からくり,物事の仕組みや、巧妙なしかけ,この箱が開くからくりを、みんなで考えました。,からくりは、物事の仕組みや、巧妙なしかけのことです。
